feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
32.623868761687696,25.53039555440204,68.70143004384245,0.0,28.10099360984572,31.250071386163402,47.533246026925575,44.85117717002278,42.12996449522925,39.48721898909987,0.0
48.55076020035043,50.40491569535923,49.7199508339094,67.50455780538296,40.22506696469165,71.00572093906958,74.0269628476894,24.323703263083107,37.05214382332378,54.97338956206185,793.3056951926582
42.28970646597433,52.12885774955155,50.521472754191386,28.048044034927173,61.440145053033525,66.04218658525383,52.00136041902906,50.65299307663893,44.53223403413196,53.72195162756237,728.0061180023492
49.77506031820444,31.479861816157356,16.960008502968183,57.97001298745889,39.93786910109279,41.09450646193287,40.73518934782409,74.94599682887258,62.62308985720196,19.318799618457067,571.5148833354081
45.577885983702174,43.00717740144005,31.068812362881964,46.78088799992224,53.286975004590516,33.54924627888586,26.197743380726195,66.55218856974915,67.16087119586717,33.347187434522745,565.07059911381
39.39600857978865,47.85724563853943,33.231044437984714,48.708227427868486,51.12186802303002,28.129812380494613,29.578480238124914,57.76243036079644,48.13150308303451,46.51080634839111,496.43906344527096
29.010560566914005,26.2357793716226,68.64792343281928,41.89259931582621,46.73474297923707,55.80505001945597,44.907247903329846,16.944394705888747,66.8681304488052,21.678674290914834,569.6427078328861
66.00706795799448,37.22936140716582,48.49630113755643,62.08671860994165,52.20427720248853,45.834521243597564,40.25872869950731,25.44975312189937,31.85451172100857,46.67423133365905,723.430141243388
55.721495202934136,47.3208701391825,67.55596427272924,24.064751208300823,35.13928974327422,63.70094314642731,46.64204069429751,29.836842361239107,50.37471019267219,62.31414227174146,458.942726138511
27.642560820638074,35.9368436761882,24.18582537275776,54.85578177957905,30.60590543572723,44.29224688734697,49.12048722506251,57.98879822946768,71.72124576735551,45.04767198259494,442.34721023999293
51.1042202785152,32.44132975853493,50.85799521900702,16.54673574155963,55.130258437046884,44.43399802808642,30.759151083162617,45.22939273796881,27.30191935155154,38.44658686607234,454.8911613917763
46.699099567661754,31.89320548641709,41.88600076880099,52.442173371994926,38.50086539886924,50.3937134846028,51.008858606545985,38.957010837595355,60.31587242156918,39.42732648727529,558.1969244246726
39.157740416108716,50.12003465895104,31.41297698109831,49.101073946465775,37.764029495262356,18.71986628556833,25.78184296863175,39.12514863236354,21.375102304623983,32.89038129584528,284.65532474492875
47.058717784938025,49.37021693717455,49.86450803760187,35.79383513843414,25.059947631194802,41.07140786170714,42.38343251019619,59.34470009170313,40.162949768152394,45.76235314068002,288.8421179813779
49.22132458342524,52.36962043031254,71.99101625299765,36.104356366651125,35.620472773391846,48.96421778625634,54.945328322040496,50.5739518031468,49.82154491005391,28.89715507124306,449.28513182594696
50.02917527403968,50.589930039001395,45.950124195352906,26.685681279851725,43.09676497937148,56.16763590141795,34.71895997501125,21.583016630638927,48.09886299133881,38.08159155679025,466.84349807985143
38.39835549692043,38.31981619650829,67.95658698054676,78.09650940022873,66.17779237366724,40.57554629362309,41.71811698630648,65.55702772480096,39.41028022953666,39.76714107641576,921.1686690203726
53.73778515795568,42.35197672033621,34.796201471598614,59.138282986356735,56.389021989085954,54.8725575554924,46.84440410481909,61.69768398175939,41.24610343543277,38.84838238631042,818.1238880400383
33.02583951062867,64.77502779297257,21.541204720247762,27.079707494854905,39.07657379302859,71.50728703187369,63.139052584049246,52.62457184807127,62.316157167160405,44.07566972346736,533.7330942637548
37.86394496912847,55.67556298801152,31.294543118945672,25.278456938649718,38.613103569358536,14.694975405608144,37.738781373032644,72.20785528360493,51.892900999348036,49.12698940330518,158.51771436821642
42.62174563303895,41.31662061715578,55.30336845239873,57.3256887419332,45.986350710590486,57.15784669301963,43.85572030583438,61.17909370466379,64.0928516583855,50.25985734753409,726.6197262866738
66.35067500441617,50.986269447209786,29.465380704517273,46.64217775772319,47.25388331417189,25.60642026029596,41.57843355571648,42.50763372729327,38.01642317537188,37.2234153565662,454.6377234196063
43.88709136946184,30.44431480734151,36.57590757682451,23.045126716558833,25.641583454924344,48.55838093766409,58.11823761744075,32.220570569722476,35.028432539665864,69.47293187865944,225.36308407258304
56.76724221152752,58.057940647059915,66.8828083434027,32.059368082921104,29.36147440362651,45.01771229642644,46.06926582662204,51.68770096174269,45.639488788133455,42.575467494561885,349.87059384092447
50.887246179228015,56.209776759851124,26.521165903507697,46.09547084842491,46.344860870096596,63.71186844719608,76.18442281055627,40.145601877004275,48.38408477350673,54.789289002653916,678.3566959586474
50.07295589453392,41.62121775889387,45.429302724425014,57.78020353652755,31.55819487501731,43.435710713124834,34.02927536528009,66.4875152867398,45.42221121056515,50.23944865865635,511.4463089497636
81.31097711717794,40.62553882586372,53.921569719299725,38.790926855426115,71.72223716431013,60.40920388340276,61.31902505836976,38.20692153782344,55.302501780862414,54.016391349904055,904.4618907896856
34.099906163303224,25.85006862068254,25.27746397145645,49.1434238201319,48.961345502115485,38.544186853481094,42.68143060926188,49.125389427297364,39.05031704337208,35.56277889263812,526.7262710426247
58.746061100992804,33.511093349682795,37.33963705150402,25.975473216449952,38.823546803761936,53.626123538161075,33.976848335794166,72.6062141176542,36.518539582038905,46.37425303435306,464.12393624681926
53.01119924101473,45.86777949213279,48.84917385200531,44.15714276756667,40.03449867912467,51.35296958875203,34.79359970463616,67.2964059762125,55.41883253142667,47.06715518696012,568.511275753489
26.738330161823065,31.617052001986863,67.54678069765414,31.53547987107228,48.99186136813886,34.867073338840385,42.67379468308559,32.740566343565355,45.20133889499285,59.56569544732394,387.59015489711294
18.642463247137275,29.216093093689967,45.200959950491956,46.53930214523662,49.941010238948905,80.4131715929862,56.2898369176701,45.31652092606643,42.97867039508482,61.79998417249231,789.1451953245271
33.85319838914139,72.13756727900153,50.50780809729369,15.750941639854506,47.81028595403973,38.279007132444804,37.55799441166284,37.2409801251053,34.98921747442867,59.08784704194051,307.3773985179041
48.896642887087864,27.07655826874189,28.253692691777516,23.030509935129942,56.71117669800788,48.29294845333145,49.876692930625346,64.11630735901082,49.35368919366283,53.04778017988501,546.4876423925494
50.73379325677374,52.932815194701085,52.950426084218584,60.95741888927185,32.470294330721394,60.54510995268595,100.0,53.595326939874724,26.270063141832246,52.950601149054144,642.1868301146844
55.667041534057226,42.20114460058515,35.440239338010855,54.604957958942414,23.55572167479652,59.399809476228384,54.43952740581043,37.76150275882538,54.45556722613843,44.64102668375994,506.1860340766561
38.93562951069685,59.83649475070473,44.675186648788646,30.094907216741383,64.80840324822576,28.828038526470216,36.596391505171226,43.073144446705456,57.1439784414183,50.7880456578692,503.5224025611276
35.39471556546269,48.31861037237828,17.143007525522606,46.33267157780929,54.62626164531949,36.50503833250611,57.70653157053904,48.74156328692628,75.91221196811152,36.36145052814314,555.8544179502533
58.916716026842586,38.941629175934594,48.82156304710609,47.045230717490064,41.33205102743546,39.17384422631054,33.07950979194258,38.41588752522598,39.56542959213295,63.391939764159325,490.2425325297358
57.25613463136167,47.75840971144794,43.33450474277237,60.72656808175273,54.83475992146203,62.173155589098684,34.17440187024227,52.84102042618903,65.17376787662758,62.697731035904724,872.1292718025169
40.60194035803243,28.05404696522506,50.28758035398791,30.451147004894164,41.32677451338066,54.37275983621483,43.083813185718355,62.03267365050203,54.05087722077112,58.715746346563655,491.14121204083835
78.318675253795,30.49792668092425,46.59638996342031,55.364084829470784,61.04057866886667,22.956748481917373,55.27016824449782,19.368513870154334,39.03772104226702,35.607048874455245,620.2967534789663
46.91087786946301,39.59274901604237,38.816768675948964,62.15182024887689,39.88428024110522,49.27669522908033,39.75589687207574,43.49577971895682,50.44926123534653,51.25063549068024,623.6613537757339
